post_type,post_id,parent_id,owner_user_id,owner_display_name,score,body_text,,,,
comment_on_answer,1300437,389823,350835.0,Stargateur,11,the lack of transparency is alone enough to justify the strike anyway.,,,,
comment_on_answer,1300396,389823,160657.0,Lamak,9,"also, the CEO here is using private communications with the mods, that's just so completely wrong that I'm kind of amazed at it",,,,
comment_on_answer,1300426,389823,401068.0,Bryan Krause,7,"Really, it makes the CEO's claim that it is suspensions for AI content that have driven people away quite foolish, because the number affected is so small, while emphasizing the importance of moderating this content in the first place: it's what keeps the amount of AI content manageable.",,,,
comment_on_answer,1300608,389823,165261.0,Ryan M,7,"""a day of review that starts on a holiday in the US, Canada, UK, and other countries doesn't seem to be consistent with the spirit of the agreement"" Especially when said day of ""review"" is after the policy is effective, which occurred simultaneously with it being given to moderators for said ""review"".   The moderator agreement requires a ""preview for review""; this was not that, in either letter or spirit.",,,,
comment_on_answer,1300400,389823,572.0,Thomas Owens,5,"@E_net4isonstrike I didn't make a claim about 11% being accurate or not. Even if it's a small fraction of total moderators, it's the most active moderators on the most active sites. It's also some of the most active curators on the most active sites. It's going to be a huge strain to have these people not participating.",,,,
comment_on_answer,1300420,389823,572.0,Thomas Owens,5,"@Trilarion A lot of the heuristics mods used, including our assessments of various detectors, was in mod only spaces to prevent people from being able to make the most minimal of changes to avoid detection. We don't discuss other moderator tools or techniques in public for similar reasons.",,,,
comment_on_answer,1300403,389823,219403.0,Silvio Mayolo,4,"An unfortunate comment but an unsurprising one. A company's natural reaction to a strike is to discount the threat. But there's a reason we're actually doing this and not just talking about it: Because the longer we hold out, the more they have to accept that those of us making a point here are a vital and difficult-to-replace part of the ecosystem.",,,,
comment_on_answer,1300402,389823,282465.0,E_net4,1,"@ThomasOwens Sure, I wasn't implying that you stood by this percentage, just added some more context. By the way, network-wide it has already reached 14%.",,,,
comment_on_answer,1300419,389823,260073.0,NoDataDumpNoContribution,1,From the details it looks as if the number of suspensions for posting AI generated content wasn't very large and every single case could be vetted carefully. This sounds good but is a bit in contrast with the warnings that AI generators would make it so easy for people to post such content. I would have expected an actually really large number of suspensions then. Maybe some stats about how many accounts were suspended for this (especially on SO) would be helpful.,,,,
comment_on_answer,1300529,389823,997587.0,starball,1,"This statement now posted to MSE at ""Statement from SO: Moderator Action today"". On the bright side, this is a step up from the silence on some other similar scenarios. Ex. Why hasn't there been an official community announcement or blogpost about charging for usage of subscriber content in the training of LLMs?",,,,
comment_on_answer,1300415,389823,260073.0,NoDataDumpNoContribution,0,"""is something that has been discussed"" My impression is that publicly not so much was discussed. For example see Makyen on How can we determine whether an answer used ChatGPT? ""The general question of how to detect these posts is something we've been avoiding publicly answering..."" So basically a no comment. I would have liked to discuss it more.",,,,
answer,389925,389811,196834.0,einpoklum,79,"Power to the striking moderators! 100% support from us users.
A Strike song for some inspiration...
Having said that, I think the demands do not go nearly far enough. Like the opening post here said, this is much larger than the AI decision; it's about the entire relationship of the company to the community and network of sites.
I call on the striking moderators to demand the following:

Formal declaration by SE Inc. recognizing the Stack Exchange network as a public resource, irrespective of its private ownership of servers, code, databases, copyrights, etc. And of SE Inc.'s relation to the network being foremost, though not exclusively, that of a trustee. (Yes, this should have legal ramifications.)
Acceptance of a community veto power on network policy changes, the details of which the moderators should flesh out either as part of their demand or to be worked out in negotiations.
A third-party ombudsman for information disclosure will be appointed, agreed upon by the company and the moderators (mechanism for such agreement to be worked out), who will have full and unrestrained access to all company documents and information, excluding employees' personal affairs and correspondence, and will have the authority and the obligation to disclose all such information which is deemed relevant to the network.
Accountability for SE Inc. management vis-à-vis the community (collectively or individually)—a formal obligation, via SE Inc. company bylaws/charter or a binding agreement with the delegates of the moderators, to publicly answer, on Meta.SE, collective queries from the moderators, with full and complete answers (with exact mechanism to be worked out by moderators vis-a-vis management).

Whether these demands are a condition for ending your strike or not, that's entirely up to you. But I believe that is the kind of relationship change we need to see on this network (and I may not have even gone far enough).",,,,
comment_on_answer,1301203,389925,219403.0,Silvio Mayolo,6,"All four of those are honestly really great ideas, but I don't have high confidence in any of them happening.",,,,
comment_on_answer,1301247,389925,196834.0,einpoklum,5,"@SilvioMayolo: The first step towards achieving a goal is conceiving it. The second is putting it forward. The third is getting people to adopt it as a goal. Making it the demand of a strike may be the 6th or 7th step, but - at least I'm trying to help advance from one step to the next. Let the strikers decide how far they think they can go.",,,,
comment_on_answer,1301262,389925,155659.0,OrangeDog,3,"""But then we can't make money""",,,,
comment_on_answer,1301265,389925,196834.0,einpoklum,3,"@OrangeDog: 1. ""You make your money off of other things anyway, not the network itself: Ads, jobs, custom installations, etc."" 2. ""Really? Show us. Open your books and business plans. Otherwise it's just empty rhetoric."" 3. ""If you don't make enough money without hurting the network, spin it out into a not-for-profit entity and rearrange your business. If that non-proft needs money, it should not be much of a problem to fundraise from the community to maintain and develop the SE network.""",,,,
comment_on_answer,1304826,389925,319429.0,Dalton Bentley,1,"Excellent suggestions, but humanity has a deadly tendency to follow those who should not lead, i.e., the masses believe CEOs are the appropriate decision-makers, when that role now is simply that of a parasite maximizing personal gain at the expense of the public and employees (loss of Titan submersible is glaring example). The history of evolution is necessarily bloody and our current insanity will not endure, but it is going to be painful for a while.",,,,
comment_on_answer,1305401,389925,622560.0,Zeus,0,"However noble your ideas might be, please never claim ""100% support"" on behalf of other people. You don't know it, and you don't represent all of ""us users"".",,,,
comment_on_answer,1305423,389925,196834.0,einpoklum,0,"It's not ""100% of users"", it's ""100% of the possible support"".",,,,
comment_on_answer,1329550,389925,1157254.0,Nearoo,0,"The platform isn't yours, it has never been yours, and it won't be yours, even though you start identifying yourself as being a part of it. I actually find it very arrogant to demand ownership over something purely because you like it, so I guess the 100% claim isn't true. It's your choice to put that much time and heart into this. Don't depend on a platform over which you have no control, you could've known that from the start.",,,,
comment_on_answer,1329554,389925,196834.0,einpoklum,0,"@Nearoo: The platform is one thing, and the network which rests upon it is another thing. Of course they are inter-dependent. As for the platform - that's a philosophical debate about the legitimacy of intellectual property etc., but it's irrelevant, since my my suggestions only regard the network and its administration. The network, however, was created by the users (especially the moderators). It has been a collective social project which SE Inc. has facilitated, and to which it has contributed, but it is certainly not ""theirs"".",,,,
comment_on_answer,1329650,389925,173477.0,Karl Knechtel,0,"Have you checked out Codidact, btw? Seems like the way the Codidact Foundation is set up satisfies most if not all of what you ask for here.",,,,
comment_on_answer,1329651,389925,196834.0,einpoklum,0,"@KarlKnechtel: It's an interesting backup plan in case this platform explodes. But almost all of the information and users are here... also, this post was not a personal wish list, but a suggestion to a collective.",,,,
answer,389839,389811,572.0,Thomas Owens,60,"This is my personal opinion and not necessarily representative of all of the moderators, curators, and users on strike.
The first company response on Meta Stack Exchange was incredibly underwhelming.

As you may be aware, a number of moderators (on Stack Overflow/across
the network) have decided to stop engaging in several activities that
they had taken on, including moderating content - in fact, almost all
moderation tasks. The primary reason for this action is
dissatisfaction with our position on detection tools regarding
AI-generated content, and discontent with how that was rolled out.

This is an accurate assessment. Personally, I'm more discontented with how the position/policy was rolled out. Having an appropriate discussion with moderators and then the community, as it's laid out in the Moderator Agreement, would have been better, even if the result was the same policy.

We ran an analysis and the ChatGPT detection tools have an alarmingly
highly high rate of false positives, which is correlated to a dramatic
upswing in suspensions of users with little or no prior content
contributions.

As I, and other moderators, have said before, we do know that these tools aren't perfect. When the policy was handed down to moderators, there was an assertion of testing done on Stack Exchange data regarding the false positives in these detectors. However, no specific information was shared, although the moderators are expecting it to be provided in the near future. The tools were only a single tool used to detect algorithmically-generated post and I'm not aware of any moderators who relied on a tool to tell them that a post was generated.
When it comes to users with little or no prior content and posting content that is not permitted, suspension is letting them off easy. When garbage or spam is posted by accounts with no other valuable contributions, we destroy those accounts. In fact, there are destruction reasons for posting ""spam or nonsense"" without any other ""positive participation"" and for cases where the vast majority of content violates the terms of service. When we take these actions, not only is the account destroyed, but it feeds into

People with original questions and answers were
summarily suspended from participating on the platform. We stand by
our decision to require that moderators stop using that tool. We will
note that it appears to be very rare, however, for mods to use ONLY
the ChatGPT detection tool, and frequently their own analyses were in
use as well. We will continue to look for other, more reasonable tools
and are committed to rapid testing of those tools and any suggested
heuristic indicators.

There is a public admission that moderators used their own analysis. We also used other moderator tools and, in some cases, engaged with moderators from across the network, prior to taking action. Yet the response is to remove a valuable tool from the toolbox. Although there is a false positive rate, the analysis that was shared puts the false positive rate into what I would suspect would be a very tolerable number when combined with other tools, including other detectors.

The moderators who are engaged in this action served this community
collectively for many years on the platform. Personally, I consider a
number of them friends, and anytime friendship is tested like this,
it’s difficult. I would like to say to them clearly that I hope they
know how much I, and the whole staff and community, appreciate their
collective decades of service to this community, and I hope that we
are able to come to a path forward. I regret that actions have
progressed to this point. The Community Management team is evaluating
the current situation and we’re working hard to stabilize things in
the short term. We’ll be working collaboratively with the community on
the long-term solution.

This is not the first time that we've been here. But lessons from the past don't appear to have been learned.

I’ll be honest, the next few days and weeks might be a bit bumpy. Both
sides share a deep and unchanged commitment to quality on this
platform. Additionally, it’s important that we guarantee that anyone
who has meaningful contributions to make has the opportunity to do so.
As we have updates I and the team will be sharing them here.

I - and the moderators that I'm in touch with - are also very committed to the quality of content on the network. We do hope this resolves quickly, but at the same time, want the resolution that's best for our communities.
",,,,
comment_on_answer,1305815,389839,319429.0,Dalton Bentley,1,"It is fascinating to watch this subset of the general civilization succumb to the ongoing disease process. Forget who said it, but laws don't control conduct so much as codify the moral convictions of the host culture, i.e., the problem here at SO/SE is that the basic problem of promoting high quality questions and answers (putting aside the usual sociology, see e.g. Freeman's Tyranny of Structurelessness) is made exponentially larger (volume) by use of ChatGPT and the like (suggest replace term ""AI"" with ""ASS"" analytical search software to reduce the eschatological panic of some).",,,,
comment_on_answer,1307358,389839,319429.0,Dalton Bentley,1,"It suddenly occurred to me yesterday that what is actually happening here is that the management of Stack Exchange/Overflow wants to provide so-called AI companies a venue to test and perfect (it is impossible to make something which is intrinsically not intelligent ""perfect"" but Family Feud shotgunning might provide higher percentage canned responses that are not obviously garbage) their product, with the ultimate goal of selling to Microsoft, Google or the like for that specific purpose, thereby generating a large payoff for management.",,,,
comment_on_answer,1307833,389839,319429.0,Dalton Bentley,0,"Didn't realize @leanne had already discussed likely plan by SO to produce income by cooperating with AI companies. See July 7, 2023 Stack Overflow CEO Prashanth Chandrasekar interview at VentureBeat venturebeat.com/ai/… moderator-protest/ where this is pretty much confirmed. It appears Stack Exchange is dead already.",,,,
answer,389953,389811,248000.0,Marco13,51,"Mainly focussing on the title, with the statement that ""Stack Overflow, Inc. cannot consistently ignore, mistreat, and malign its volunteers"":
That's wrong. Of course they can. Obviously.
The most active sites already have been flooded with an unmanageable amount of low-quality content for years. Now, there's a new source of low-quality content. And... why exactly should they care about that?
They don't.
There will always be new people to join the site. Some of them will become volunteers who work off the crap-queues, for a few internet points and badges (Gamification 101). Some of them will become moderators, because ... oh, what a privilege and honor. Some of them will be disappointed with the increasing workload, the decreasing quality, and the ... $%!$§ ... behavior of the company. Some of them will complain. Some of them will leave. Some of them may initiate a strike *shrugs* - that's just noise. New users will come. New volunteers will come. New moderators will come.
They don't care.
I'm aware that this does not sound constructive. But I think that it is important to know that the company does not care about you at all. People who joined after the previous management debacles may not be aware of that. They may have joined with the same idealism and drive for altruism that I had ~10 years ago. And they should be prepared to be deeply, deeply disappointed.
They will sit that strike out.",,,,
comment_on_answer,1301187,389953,997587.0,starball,23,"I'm pretty sure the intent was more like ""we (the signees) are not going to tolerate this treatment""- not literally ""you can't treat us like this""",,,,
comment_on_answer,1301249,389953,620615.0,user3840170,20,"""We hear you, from now on we will inconsistently and capriciously ignore, mistreat, and malign volunteers""",,,,
comment_on_answer,1301205,389953,797752.0,blackgreen,13,"What you fail to acknowledge with this overly cynical take is that moderators/curators striking means that there is the potential for unchecked abuse on the site, which is even worse than spam. And abuse often doesn't surface with red flags that employees can go and check every once in a while. Delaying handling those situations can have real repercussions on the people involved (racism, harassment, bullying, etc.). Once it spreads the perception that the platform is unsafe, it's game over.",,,,
comment_on_answer,1301199,389953,248000.0,Marco13,8,"@starball Taking that statement literally was a dramaturgic device. They are either going to ""tolerate"" this treatment, or be replaced by others. The company can do whatever it wants. They may see the public announcement of the strike as a minor nuisance, because now, they have to wait for the dust to settle and open a fresh can of apologies and promises. But they don't really care about the people who are striking.",,,,
comment_on_answer,1301287,389953,248000.0,Marco13,5,"@blackgreenonstrike I acknowledge that insofar that I considered to bring up another point: Who would even notice this strike if it wasn't announced publicly? Out of the ~5.5m daily visitors of SO, how many of them require moderation action, and notice when the action is not performed? An random (but high) guess of 1% would still mean that they have ""99% customer satisfaction""... Yes, it may sound like ""cynicism"", but that may just be an expression of my disappointment, based on actual observations that I made here in the past ~10 years. They. Don't. Care.",,,,
comment_on_answer,1301544,389953,171199.0,ꓢPArcheon,4,"@blackgreenonstrike I don't think he meant that. I read this post as a quite realistic claim: even if every current moderator was to resign now, there is plenty of other users that are ready to take their place either because they don't have yet realized what the situation is or because they don't care. So the company will in a way always be able to find someone who will ""polish the turds"" to use shog9 old words. This seem to be tangential to my post here",,,,
comment_on_answer,1301215,389953,246117.0,Largato,3,"One thing that I can't understand right now. Let's imagine that the strike becomes effective and SE answers ""our"" demands. Who will fix the whole mess the day after?",,,,
comment_on_answer,1302487,389953,248000.0,Marco13,3,"@Trilarion You've been involved in Meta so long that I'm surprised to see that optimism. SE does not really need a ""community"" (roughly: ""a group that shares goals and values""). It needs visitors and activity. I also don't see any risk in replacing mods with new ones. Each new generation will have the choice to swallow the poor treatment, or leave (and ... people will (have to and be willing to) swallow a lot). So imagine the striking mods went away now (and I share your doubts about that): What then? New ones will be elected, and stoically moderate auto-generated content...",,,,
comment_on_answer,1301281,389953,401803.0,hkotsubo,2,"Totally agree, the company doesn't care. And I'm afraid that they will do exactly what I commented here",,,,
comment_on_answer,1302623,389953,590110.0,liakoyras,2,"Of course they don't care about the users/mods, but not caring about the quality of content (which they don't rn) is not a sustainable practice for such a website. Threatening to make the quality even worse (which is what the strike essentially does) is probably the only way the moderators (and users) have to pressure any change.",,,,
comment_on_answer,1301601,389953,797752.0,blackgreen,1,"@SPArcheon perhaps you are correct, and the cynical part of me somewhat agrees with that idea, but the other part doesn’t. I wouldn’t be striking if I thought the company doesn’t care as much as painted in this answer. Although… I probably would strike anyway because even if they don’t care, I do.",,,,
comment_on_answer,1301550,389953,260073.0,NoDataDumpNoContribution,0,"The company doesn't really care - it's not a human being. But you can negotiate with it. It's not like it's not dependent on the mods or existing community. Sure it could try to find new mods and new users, but that is risky by itself and may fail. The striking mods however, must be prepared to walk away if necessary (not sure if they really are). That's the situation, in a nutshell.",,,,
comment_on_answer,1302488,389953,248000.0,Marco13,0,"@blackgreenonstrike You mentioned your ""cynical"" part and the ""other"" - what is this ""other part""? (I could ask whether that other part is ""naive"" or ""idealistic"", but ... my cynical part would say that these are not necessarily different things ;-)). But seriously: You've been here (on Meta) for 2 years. You replaced a mod who left after the 2019 debacle. That mod replaced one who left after 2015. And if you leave, you will be replaced, by someone who doesn't complain as much as you. (I'm playing <strike>devil's</strike> SE's advocate here, I hope that's obvious...).",,,,
comment_on_answer,1302544,389953,260073.0,NoDataDumpNoContribution,0,"@Marco13 I guess I'm naturally optimistic. I just don't want to believe yet that the company pulls an Elon Musk and fires everyone who isn't agreeing with them. But it may happen if course. Having a team of highly efficient mods is valuable, but maybe not that much.",,,,
comment_on_answer,1302643,389953,248000.0,Marco13,0,"@liakoyras People will do websearches, find a few bad Q/As, and maybe one of the answers solves their issue, and maybe not. Where do moderation or the strike come into play here? Maybe someone flags a comment, and the flag is not handled, but that affects only people who care about stuff like that, and is totally unrelated to ""(technical) quality"". When ""the community"" is defined as ""people who strive for quality"", and SE does not care about quality, then it does not care about the community. (Sure, that's oversimplified, but ... too little space for too many management failures here)",,,,
comment_on_answer,1302684,389953,590110.0,liakoyras,0,"Maybe I should have phrased it as ""ought to care"". I took the strike as a taste of what the sites would be without moderation (and by that I don't only mean the actual mods, a lot of other active users participate too). If the quality falls, users will stop clicking (as I already do with Quora for example). The quality is based upon the best efforts of the community, whether through QA or moderation. I think that long term, lowering of the quality will be bad for their business, but only time will tell.",,,,
comment_on_answer,1304974,389953,1360325.0,HippoMan,0,"@blackgreenonstrike: ""What you fail to acknowledge with this overly cynical take is that moderators/curators striking means that there is the potential for unchecked abuse on the site"". Any strike against any organization will always hamper the organization's ability to function while the strike is in effect. This is why striking can be effective at motivating organizations to reconsider their policies. And it's no reason to prohibit, discourage, or avoid strikes.",,,,
comment_on_answer,1304988,389953,248000.0,Marco13,0,"@HippoMan The strike may negatively affect users, e.g. users who flag an insulting comment that is then not removed - i.e. the users who care. That's perfectly in line with what I said. But it differs from your view of the strike: The strike does not affect the company or its operation  from a purely economic perspective. They have same click counts (if not more). The same ads being served. SE is an oil tanker on the Atlantic, and will keep heading straight towards its goal, even with the crew on strike. (Sure, it will crash, eventually, but ... that's the point of that metaphor...)",,,,
comment_on_answer,1307911,389953,312165.0,Rui F Ribeiro,0,"I stopped being active between the pronouns brain washing and ""moderating bad English is harmful"" witch hunts...IMO the only SE goal is amassing visitor numbers to show to investors, without worrying they are real numbers, or for the quality, or for we not being all 20s something USA residents. SE suffers from the ""too big to fail"" syndrome.  +1 vote",,,,
answer,389827,389811,1135948.0,kaya3,43,"
Reveal to the community the internal AI policy given directly to moderators. The fact that you have made one point in private, and one in public, which differ so significantly has put the moderators in an impossible situation, and made them targets for being accused of being unreasonable, and exaggerating the effect of the new policy. Stack Exchange, Inc. has done the moderators harm by the way this was handled. The company needs to admit to their mistake and be open about this.

I agree that it would absolutely be in the community's interests to be able to read this secret policy. It is completely unreasonable for us to be subject to new rules which can't even be said in public.
If Stack Exchange, Inc. won't allow the policy to be published here, there are other venues which might consider publishing it. (These outlets have written about Stack Overflow's policy on AI content before, so they might run further stories on the same topic.)
To me, it seems inevitable that the secret policy will become available one way or another, so it's just better for everyone if Stack Exchange, Inc. publishes it themselves.
",,,,
comment_on_answer,1300430,389827,572.0,Thomas Owens,27,"Moderators tend to take our obligations to protect moderator-only information seriously. We recognize that there are aspects of the policy shared with moderators that should not be shared with the public. I believe most of us think that the company should be the one to disclose their policy, since it is their policy. But revoking the policy and following the agreement to discuss policies before rolling them out would be the preference.",,,,
comment_on_answer,1300980,389827,171199.0,ꓢPArcheon,8,"there is just one issue: the confusion works in their favor. The users only see the part of the picture while only the moderators see the full version. Considering that the moderators themselves had to ask the company to avoid misrepresenting the issue in articles published by other sites, it looks like this is intentional. That way, at least a small part of users will think that the mods are acting unreasonable because all they see is a policy that does not contain any of the bigger issues shared only in private.",,,,
comment_on_answer,1300456,389827,1135948.0,kaya3,6,"You mention about protecting moderator-only information, but information itself can't be harmed and doesn't need protecting; it is people's interests in that information which can be harmed and may need protecting. If we accept that the community has an interest in seeing this information, then whose interests are protected by it remaining private? The fact that the strike is occurring at all shows that many moderators are not specifically motivated to protect Stack Exchange, Inc.'s interests. If there is any information mixed in with the policy which it would harm someone else's interests ...",,,,
comment_on_answer,1300455,389827,1135948.0,kaya3,3,"@ThomasOwens I haven't told anyone to leak anything. I've stated that I believe the community has an interest in seeing the policy (an opinion you haven't disagreed with), that it could be leaked (a statement of fact which I presume you don't dispute), and that I believe it's inevitable it will be leaked if it's not posted officially (a judgement which perhaps you disagree with, but you haven't persuaded me that it's not inevitable).",,,,
comment_on_answer,1300457,389827,1135948.0,kaya3,3,"... if it were disclosed, then like you I trust that that information won't be leaked, because as you say, moderators take their obligation to protect private information (i.e. protect people's privacy) seriously.",,,,
comment_on_answer,1300436,389827,572.0,Thomas Owens,2,"It reads like you're suggesting that a moderator leak the full version of the private policy to the press. Meta is where public policies are posted, with links from the private version to the public version as well as with links from the Help Center to the public Meta posts.",,,,
comment_on_answer,1300434,389827,1135948.0,kaya3,1,"@ThomasOwens I agree, the company should disclose the policy. My answer here is an argument for why it is in their interests to do so ─ i.e. it will get disclosed sooner or later anyway, if they don't publish it then someone else will.",,,,
answer,390372,389811,285552.0,Russell McMahon,39,"This is peripheral to the question, but pertinent:
I'm perplexed as to why the company is seeking to destroy itself in this manner.
While a useful amount of AI output is reasonably accurate and useful, a significant portion is either very misleading or entirely fabricated.
ChatGPT will:

Produce totally fake references,
Produce wholly non-existent web links.
Make comments which, when challenged, it will disclaim and say something entirely different.
In some cases contradict itself in the same answer.

The only way to deal with these issues is to either have an expert knowledge greater than the level in the answer, or to use it only as a source for cross referencing.

By allowing essentially uncontrolled use the
company will destroy the integrity of its core asset.

A relevant example:  I am not a Quora member, but I read a significant number of their answers in my (relatively wide) areas of interest. I have been surprised to see some Quora members, obviously using ChatGPT for essentially their whole answers, producing many factually incorrect and hardly relevant answers, but receiving numerous upvotes from other members.
While Quora still contains a very large percentage of genuine and highly useful human-generated answers, it is obvious that they have not chosen to actively oppose the posting of complete rubbish to their site. The likely outcome seems clear.
Why Stack Exchange inc would wish to follow the same path is puzzling.

Added:
The company may be inadvertently ""throwing the baby out with the bathwater"".
The proposed use of AI to improve asked questions has SOME prospect of being useful.
Experienced users can ignore the advice (as long as it is only advice) and many beginners would benefit from good advice.
Worst case, it may make questions worse in some cases (but possibly not too many) and bad questions can be and presently are treated badly.   This would be a negative for newcomers, but it could be ameliorated by thoughtful community action if members are prepared to actively help newcomers. Based on present practices, this seems unlikely; I perceive the site and the majority of member actions creating a substantial barrier for new members. Improving this is hard.
Overall, AI may quite possibly improve questions on average.
This impression may affect the company's perception of AI answer improvement, which is far less likely to be net-positive overall.
One area where I have reservations is the suggested use of AI generated code to improve questions. This is very much a ""double edged sword"" as AI code is often good, but may contain subtle errors leading to 'rubbish out'. If new user code related questions suddenly sprout AI-generated code examples, the quality would need to be extremely high on average to not produce negative reactions overall from the community.
",,,,
comment_on_answer,1303786,390372,273494.0,ColleenV,11,"AI is a useful tool in the hands of someone willing to invest some time to understand it and its limitations. For example, I could it to generate example sentences to illustrate a particular usage for my ELL answers. It is not useful (yet) as a general tool the way SE is experimenting with it. It requires a LOT of work to get a model that encodes a good post in SE terms. Right now, it's adding ""Thanks in advance"" type signatures and other undesired but prevalent content. There are many highly scored posts on SO that are not good exemplars for new users.",,,,
comment_on_answer,1304211,390372,173477.0,Karl Knechtel,10,"@RussellMcMahon ""I have not yet tried it but it looks sound. I've never used Python."" - yes; that's the exact problem. ChatGPT has never used Python either, and doesn't actually have any idea whether the code is sound, no matter how strongly it might ""profess confidence"" (generate text that represents such claims) in the code. It doesn't have ideas at all. It only has an extremely sophisticated model of what words are likely to follow what other words, taking a rather large amount of context into account, using much more sophisticated algorithms than older attempts at AI.",,,,
comment_on_answer,1303684,390372,997587.0,starball,7,"re: ""By allowing essentially uncontrolled use the company will destroy the integrity of its core asset."" - sadly and bafflingly, they seem to already be aware of this: stackoverflow.com/help/gpt-policy",,,,
comment_on_answer,1303766,390372,173477.0,Karl Knechtel,5,"@starball just because they agreed with the community to allow moderators to implement the ban (initially) and to publish that policy document, doesn't mean they've actually considered the implications of the underlying argument, nor that they agree.",,,,
comment_on_answer,1303759,390372,341152.0,Carl,3,"Because SE is no longer close to the users in any realistic sense, the layers of narcissistic management that march to the latest admin fad; ESG gibberish, is complete with the takeover by Prosus. This may end badly. Hard to predict.",,,,
comment_on_answer,1303855,390372,173477.0,Karl Knechtel,3,"@ColleenV Fundamentally, this style of generative AI will never be able to improve content by being trained on the overall corpus of the existing content. By design, it will generate output that mimics what is already there. The public ChatGPT has, to my understanding, already been fed with the entirety of SO (as of somewhere in 2021?) among many other sources. And as you say, such a model cannot necessarily be re-trained by feeding it a subset of SO selected by any simple heuristic (such as post score). It would need a fundamentally different kind of AI to filter the training data.",,,,
comment_on_answer,1304976,390372,1360325.0,HippoMan,3,"I agree, @KarlKnechtel. Another of many examples: I asked ChatGPT how many times I need to take the square root of an an adult's age before the result is less than 1. ChatGPT replied that as long as the age is a positive integer, only two square roots will be needed to yield an answer less than one. And I asked the same question again, and this time, I got of lot of totally incorrect gibberish about logarithms. Relying on a tool like ChatGPT to provide correct, useful, reliable answers to anything is an exercise in folly.",,,,
comment_on_answer,1304212,390372,285552.0,Russell McMahon,2,"@KarlKnechtel  Indeed. It may not work. BUT I started programming in FORTRAN in 1969, and in machine code (not assembler) on a NatSemi SC/MP microprocessor in 1976,. I often dwelt in the darkness of embedded systems and assembler (!!!) (6800, 8080, Z80, 6502, AVR, PIC, ... but various other languages and systems have happened along the way. I'm 72 :-). The code and the  added packages seemed sound and logical. I've never used Python, but reading the code it makes sense. It MAY have faults I've missed. tbd.",,,,
comment_on_answer,1304999,390372,285552.0,Russell McMahon,1,"@HippoMan  Used with due diligence CGPT is a superb and useful tool. As a metaphor, it's like a double ended Katana with a mid grip and no hand guards. You can cut yourself as easily as your opponent without training and consant care.  Or a pair of Nunchuks in other than expert hands :-).",,,,
comment_on_answer,1305282,390372,260073.0,NoDataDumpNoContribution,1,"@HippoMan ChatGPT is simply a tool, mostly a search tool. You have to check all the output but the suggestions by it can be helpful. Chat GPT helped me. I'm using it. I'm just not writing my contributions to the network with it. But at some point I can imagine that it will help me, but I will still check everything from it",,,,
comment_on_answer,1305353,390372,1360325.0,HippoMan,1,"@NoDataDumpNoContribution: yes, ChatGPT can be useful, but it has no way of filtering out false information from its search results. Relying on ChatGPT or other LLM-based tools to verify the integrity of other text is a mis-use of those kinds of tools, due to the lack of safeguards against false positives and false negatives.",,,,
comment_on_answer,1303777,390372,285552.0,Russell McMahon,0,@KarlKnechtel I've added a comment re AI -improved questions.  It is pssible that they see the genuine advantages in that area and are blinding themselves to the fact that Ai generted answers are net-negative for quality except when vetted expertly.,,,,
comment_on_answer,1303856,390372,173477.0,Karl Knechtel,0,"And even then, these tools are fundamentally unsuited for tasks that require actual programming-like problem solving - just as Copilot cannot write your program for you (if it could, it would have already taken over the world by now, or at least eliminated the overwhelming majority of existing programming jobs).",,,,
comment_on_answer,1303910,390372,273494.0,ColleenV,0,"@KarlKnechtel I've said it before--we haven't made the breakthrough that leads to the scary kind of AI capable of self improvement (yet). The generative stuff can be a great tool, but people underestimate the amount of human labor it takes to get it there. AI Is a Lot of Work (Article from The Verge) I don't think people understand how much subsistence wage labor these systems are built upon.",,,,
comment_on_answer,1304204,390372,285552.0,Russell McMahon,0,"@KarlKnechtel   I wanted to load photos to Facebook so that they appeared in the album in date order. I can do that manually by uploading them one at a time. I asked CHATGPT 3.5 how to do this. I described the task clearly, told it what works and what the issues were otherwise. It provided a Python program plus links to two necessary downloads from elsewhere. I have not yet tried it but it looks sound. I've never used Python.",,,,
comment_on_answer,1304210,390372,168333.0,S.L. Barth is on codidact.com,0,"@RussellMcMahon And when running that code, it may import packages made by blackhats. twitter.com/llm_sec/status/1667573374426701824 (Found via Jon Ericson's tweets).",,,,
comment_on_answer,1304944,390372,285552.0,Russell McMahon,0,"@S.L.Barthsupportsmodstrike  Yes. I'd not seen that done, but it's obvious in retrospect. || In my example I've looked at the pckages suggested and am happy that they are legitimate. (My happiness may or may not correlate well with rality :-) ).",,,,
comment_on_answer,1305001,390372,1360325.0,HippoMan,0,"@RussellMcMahon: If by ""Used with due diligence"" you mean something like, ""There are lots of things that ChatGPT should absolutely not be used for, and one should use due diligence to make sure that the software is never utilized for any of those purposes,"" then I would agree with you. In addition to not attempting to use it to try to solve math problems, other things which ChatGPT should absolutely not be used for are to try to distinguish fact from fantasy, and to try to distinguish truth from falsehood.",,,,
answer,390058,389811,1203059.0,Someone,33,"I wrote a user style to hide the review queue, downvote, VTC, VTD, delete, undelete, and flag buttons/links.
",,,,
